x;y;z;rho_b
57;54;43;0.382936
58;54;43;0.260857
59;54;43;0.124928
60;54;43;0.0387854
61;54;43;0.00853103
38;55;43;0.00945374
39;55;43;0.0395218
40;55;43;0.120013
41;55;43;0.246449
42;55;43;0.364335
43;55;43;0.439322
44;55;43;0.478276
45;55;43;0.495009
46;55;43;0.501609
47;55;43;0.504266
48;55;43;0.505306
49;55;43;0.505618
50;55;43;0.505515
51;55;43;0.504903
52;55;43;0.503185
53;55;43;0.499017
54;55;43;0.488351
55;55;43;0.461659
56;55;43;0.406846
57;55;43;0.307681
58;55;43;0.178974
59;55;43;0.0710155
60;55;43;0.0195367
39;56;43;0.0175092
40;56;43;0.0604458
41;56;43;0.151798
42;56;43;0.269678
43;56;43;0.370982
44;56;43;0.4349
45;56;43;0.470046
46;56;43;0.487511
47;56;43;0.495386
48;56;43;0.498873
49;56;43;0.500093
50;56;43;0.499684
51;56;43;0.497475
52;56;43;0.492102
53;56;43;0.480166
54;56;43;0.454755
55;56;43;0.406846
56;56;43;0.322812
57;56;43;0.20917
58;56;43;0.0986204
59;56;43;0.0331123
60;56;43;0.00843955
39;57;43;0.00662558
40;57;43;0.0244011
41;57;43;0.0717301
42;57;43;0.158568
43;57;43;0.261599
44;57;43;0.350031
45;57;43;0.410275
46;57;43;0.445798
47;57;43;0.465706
48;57;43;0.47554
49;57;43;0.479196
50;57;43;0.477964
51;57;43;0.471418
52;57;43;0.457071
53;57;43;0.42997
54;57;43;0.382936
55;57;43;0.307681
56;57;43;0.20917
57;57;43;0.109326
58;57;43;0.0426274
59;57;43;0.0127626
40;58;43;0.00814075
41;58;43;0.0260212
42;58;43;0.0676564
43;58;43;0.138149
44;58;43;0.222262
45;58;43;0.297594
46;58;43;0.353813
47;58;43;0.389879
48;58;43;0.410312
49;58;43;0.418235
50;58;43;0.415539
51;58;43;0.401552
52;58;43;0.373632
53;58;43;0.327622
54;58;43;0.260857
55;58;43;0.178974
56;58;43;0.0986204
57;58;43;0.0426274
58;58;43;0.0146239
41;59;43;0.00758187
42;59;43;0.021288
43;59;43;0.0502859
44;59;43;0.0972269
45;59;43;0.155318
46;59;43;0.210838
47;59;43;0.25458
48;59;43;0.282523
49;59;43;0.29435
50;59;43;0.290287
51;59;43;0.270154
52;59;43;0.233994
53;59;43;0.183368
54;59;43;0.124928
55;59;43;0.0710155
56;59;43;0.0331123
57;59;43;0.0127626
42;60;43;0.0053435
43;60;43;0.0132278
44;60;43;0.0283469
45;60;43;0.0517834
46;60;43;0.080608
47;60;43;0.108674
48;60;43;0.129495
49;60;43;0.139067
50;60;43;0.135699
51;60;43;0.120047
52;60;43;0.0947456
53;60;43;0.065455
54;60;43;0.0387854
55;60;43;0.0195367
56;60;43;0.00843955
44;61;43;0.00613122
45;61;43;0.0116945
46;61;43;0.0194516
47;61;43;0.028096
48;61;43;0.0353584
49;61;43;0.0389499
50;61;43;0.0376747
51;61;43;0.0319528
52;61;43;0.0236728
53;61;43;0.0152315
54;61;43;0.00853103
47;62;43;0.00508101
48;62;43;0.00646528
49;62;43;0.00716663
50;62;43;0.00691672
51;62;43;0.00581063
48;36;44;0.00577593
49;36;44;0.00639852
50;36;44;0.00617597
51;36;44;0.00519249
44;37;44;0.00594213
45;37;44;0.0113521
46;37;44;0.0189005
47;37;44;0.0273222
48;37;44;0.0344013
49;37;44;0.0379055
50;37;44;0.0366592
51;37;44;0.0310715
52;37;44;0.0230024
53;37;44;0.0147945
54;37;44;0.00827101
42;38;44;0.0055745
43;38;44;0.0138593
44;38;44;0.0297136
45;38;44;0.0541555
46;38;44;0.0840342
47;38;44;0.112921
48;38;44;0.134252
49;38;44;0.144044
50;38;44;0.140597
51;38;44;0.124541
52;38;44;0.0985633
53;38;44;0.0683666
54;38;44;0.0405688
55;38;44;0.020471
56;38;44;0.00882449
41;39;44;0.00851243
42;39;44;0.0239248
43;39;44;0.0560535
44;39;44;0.106868
45;39;44;0.167973
46;39;44;0.224925
47;39;44;0.268863
48;39;44;0.296567
49;39;44;0.308147
50;39;44;0.304157
51;39;44;0.284324
52;39;44;0.248275
53;39;44;0.196665
54;39;44;0.13626
55;39;44;0.0786367
56;39;44;0.037078
57;39;44;0.0143354
40;40;44;0.00979094
41;40;44;0.0311756
42;40;44;0.0793728
43;40;44;0.156954
44;40;44;0.244294
45;40;44;0.318997
46;40;44;0.372513
47;40;44;0.406017
48;40;44;0.42446
49;40;44;0.431707
50;40;44;0.429234
51;40;44;0.41657
52;40;44;0.390884
53;40;44;0.34778
54;40;44;0.282743
55;40;44;0.199817
56;40;44;0.114067
57;40;44;0.0506009
58;40;44;0.0175624
59;40;44;0.00504652
39;41;44;0.00851243
40;41;44;0.0311756
41;41;44;0.0885963
42;41;44;0.18581
43;41;44;0.291419
44;41;44;0.375641
45;41;44;0.429194
46;41;44;0.459773
47;41;44;0.47611
48;41;44;0.483992
49;41;44;0.486731
50;41;44;0.485808
51;41;44;0.480725
52;41;44;0.469084
53;41;44;0.446254
54;41;44;0.405168
55;41;44;0.336027
56;41;44;0.238371
57;41;44;0.131985
58;41;44;0.0536526
59;41;44;0.0163721
38;42;44;0.0055745
39;42;44;0.0239248
40;42;44;0.0793728
41;42;44;0.18581
42;42;44;0.306912
43;42;44;0.400377
44;42;44;0.454167
45;42;44;0.481957
46;42;44;0.494565
47;42;44;0.499939
48;42;44;0.50226
49;42;44;0.503083
50;42;44;0.50282
51;42;44;0.501299
52;42;44;0.497718
53;42;44;0.489382
54;42;44;0.47026
55;42;44;0.430588
56;42;44;0.357239
57;42;44;0.24596
58;42;44;0.12561
59;42;44;0.0445839
60;42;44;0.0115801
38;43;44;0.0138593
39;43;44;0.0560535
40;43;44;0.156954
41;43;44;0.291419
42;43;44;0.400377
43;43;44;0.461105
44;43;44;0.489725
45;43;44;0.500447
46;43;44;0.504291
47;43;44;0.505722
48;43;44;0.506257
49;43;44;0.506429
50;43;44;0.506378
51;43;44;0.506043
52;43;44;0.505167
53;43;44;0.502791
54;43;44;0.496192
55;43;44;0.478276
56;43;44;0.4349
57;43;44;0.350031
58;43;44;0.222262
59;43;44;0.0972269
60;43;44;0.0283469
61;43;44;0.00613122
37;44;44;0.00594213
38;44;44;0.0297136
39;44;44;0.106868
40;44;44;0.244294
41;44;44;0.375641
42;44;44;0.454167
43;44;44;0.489725
44;44;44;0.501779
45;44;44;0.505322
46;44;44;0.506492
47;44;44;0.506847
48;44;44;0.506919
49;44;44;0.506967
50;44;44;0.50695
51;44;44;0.506895
52;44;44;0.506702
53;44;44;0.506065
54;44;44;0.504086
55;44;44;0.497187
56;44;44;0.475629
57;44;44;0.420631
58;44;44;0.312959
59;44;44;0.169295
60;44;44;0.0583062
61;44;44;0.0133674
37;45;44;0.0113521
38;45;44;0.0541555
39;45;44;0.167973
40;45;44;0.318997
41;45;44;0.429194
42;45;44;0.481957
43;45;44;0.500447
44;45;44;0.505322
45;45;44;0.506661
46;45;44;0.506941
47;45;44;0.507028
48;45;44;0.507059
49;45;44;0.507069
50;45;44;0.507066
51;45;44;0.507047
52;45;44;0.507
53;45;44;0.506839
54;45;44;0.506167
55;45;44;0.503698
56;45;44;0.493724
57;45;44;0.460609
58;45;44;0.380482
59;45;44;0.242279
60;45;44;0.0999032
61;45;44;0.0252721
37;46;44;0.0189005
38;46;44;0.0840342
39;46;44;0.224925
40;46;44;0.372513
41;46;44;0.459773
42;46;44;0.494565
43;46;44;0.504291
44;46;44;0.506492
45;46;44;0.506941
46;46;44;0.507056
47;46;44;0.507091
48;46;44;0.5071
49;46;44;0.507101
50;46;44;0.507099
51;46;44;0.507102
52;46;44;0.507079
53;46;44;0.507019
54;46;44;0.506801
55;46;44;0.505752
56;46;44;0.500939
57;46;44;0.481449
58;46;44;0.423126
59;46;44;0.301775
60;46;44;0.145246
61;46;44;0.0411233
62;46;44;0.00766513
37;47;44;0.0273222
38;47;44;0.112921
39;47;44;0.268863
40;47;44;0.406017
41;47;44;0.47611
42;47;44;0.499939
43;47;44;0.505722
44;47;44;0.506847
45;47;44;0.507028
46;47;44;0.507091
47;47;44;0.507102
48;47;44;0.507104
49;47;44;0.50711
50;47;44;0.507108
51;47;44;0.507099
52;47;44;0.507107
53;47;44;0.507065
54;47;44;0.506947
55;47;44;0.506485
56;47;44;0.503891
57;47;44;0.491422
58;47;44;0.447879
59;47;44;0.34314
60;47;44;0.184191
61;47;44;0.0579807
62;47;44;0.0111916
36;48;44;0.00577593
37;48;44;0.0344013
38;48;44;0.134252
39;48;44;0.296567
40;48;44;0.42446
41;48;44;0.483992
42;48;44;0.50226
43;48;44;0.506257
44;48;44;0.506919
45;48;44;0.507059
46;48;44;0.5071
47;48;44;0.507104
48;48;44;0.507105
49;48;44;0.507107
50;48;44;0.507106
51;48;44;0.507103
52;48;44;0.507106
53;48;44;0.50709
54;48;44;0.507011
55;48;44;0.50674
56;48;44;0.505058
57;48;44;0.49593
58;48;44;0.460712
59;48;44;0.367369
60;48;44;0.21107
61;48;44;0.0714015
62;48;44;0.0142232
36;49;44;0.00639852
37;49;44;0.0379055
38;49;44;0.144044
39;49;44;0.308147
40;49;44;0.431707
41;49;44;0.486731
42;49;44;0.503083
43;49;44;0.506429
44;49;44;0.506967
45;49;44;0.507069
46;49;44;0.507101
47;49;44;0.50711
48;49;44;0.507107
49;49;44;0.507109
50;49;44;0.507107
51;49;44;0.507109
52;49;44;0.50711
53;49;44;0.507088
54;49;44;0.507028
55;49;44;0.506815
56;49;44;0.505386
57;49;44;0.497468
58;49;44;0.465559
59;49;44;0.377184
60;49;44;0.222858
61;49;44;0.077816
62;49;44;0.0157528
36;50;44;0.00617597
37;50;44;0.0366592
38;50;44;0.140597
39;50;44;0.304157
40;50;44;0.429234
41;50;44;0.485808
42;50;44;0.50282
43;50;44;0.506378
44;50;44;0.50695
45;50;44;0.507066
46;50;44;0.507099
47;50;44;0.507108
48;50;44;0.507106
49;50;44;0.507107
50;50;44;0.507107
51;50;44;0.507107
52;50;44;0.507107
53;50;44;0.507091
54;50;44;0.507024
55;50;44;0.50679
56;50;44;0.505286
57;50;44;0.496978
58;50;44;0.463936
59;50;44;0.373779
60;50;44;0.218784
61;50;44;0.0755547
62;50;44;0.015207
36;51;44;0.00519249
37;51;44;0.0310715
38;51;44;0.124541
39;51;44;0.284324
40;51;44;0.41657
41;51;44;0.480725
42;51;44;0.501299
43;51;44;0.506043
44;51;44;0.506895
45;51;44;0.507047
46;51;44;0.507102
47;51;44;0.507099
48;51;44;0.507103
49;51;44;0.507109
50;51;44;0.507107
51;51;44;0.507103
52;51;44;0.507106
53;51;44;0.507085
54;51;44;0.506975
55;51;44;0.506658
56;51;44;0.504611
57;51;44;0.494072
58;51;44;0.455274
59;51;44;0.356921
60;51;44;0.198995
61;51;44;0.0652013
62;51;44;0.0127938
37;52;44;0.0230024
38;52;44;0.0985633
39;52;44;0.248275
40;52;44;0.390884
41;52;44;0.469084
42;52;44;0.497718
43;52;44;0.505167
44;52;44;0.506702
45;52;44;0.507
46;52;44;0.507079
47;52;44;0.507107
48;52;44;0.507106
49;52;44;0.50711
50;52;44;0.507107
51;52;44;0.507106
52;52;44;0.507095
53;52;44;0.507044
54;52;44;0.506906
55;52;44;0.506223
56;52;44;0.502652
57;52;44;0.487248
58;52;44;0.437033
59;52;44;0.324188
60;52;44;0.165462
61;52;44;0.049451
62;52;44;0.00937154
37;53;44;0.0147945
38;53;44;0.0683666
39;53;44;0.196665
40;53;44;0.34778
41;53;44;0.446254
42;53;44;0.489382
43;53;44;0.502791
44;53;44;0.506065
45;53;44;0.506839
46;53;44;0.507019
47;53;44;0.507065
48;53;44;0.50709
49;53;44;0.507088
50;53;44;0.507091
51;53;44;0.507085
52;53;44;0.507044
53;53;44;0.506956
54;53;44;0.506609
55;53;44;0.504906
56;53;44;0.498093
57;53;44;0.472561
58;53;44;0.403902
59;53;44;0.273373
60;53;44;0.122141
61;53;44;0.0326149
62;53;44;0.005986
37;54;44;0.00827101
38;54;44;0.0405688
39;54;44;0.13626
40;54;44;0.282743
41;54;44;0.405168
42;54;44;0.47026
43;54;44;0.496192
44;54;44;0.504086
45;54;44;0.506167
46;54;44;0.506801
47;54;44;0.506947
48;54;44;0.507011
49;54;44;0.507028
50;54;44;0.507024
51;54;44;0.506975
52;54;44;0.506906
53;54;44;0.506609
54;54;44;0.505368
55;54;44;0.501284
56;54;44;0.486437
57;54;44;0.443046
58;54;44;0.349128
59;54;44;0.205686
60;54;44;0.0774567
61;54;44;0.0185647
38;55;44;0.020471
39;55;44;0.0786367
40;55;44;0.199817
41;55;44;0.336027
42;55;44;0.430588
43;55;44;0.478276
44;55;44;0.497187
45;55;44;0.503698
46;55;44;0.505752
47;55;44;0.506485
48;55;44;0.50674
49;55;44;0.506815
50;55;44;0.50679
51;55;44;0.506658
52;55;44;0.506223
53;55;44;0.504906
54;55;44;0.501284
55;55;44;0.49
56;55;44;0.458183
57;55;44;0.389026
58;55;44;0.268444
59;55;44;0.130905
60;55;44;0.0411856
61;55;44;0.00910772
38;56;44;0.00882449
39;56;44;0.037078
40;56;44;0.114067
41;56;44;0.238371
42;56;44;0.357239
43;56;44;0.4349
44;56;44;0.475629
45;56;44;0.493724
46;56;44;0.500939
47;56;44;0.503891
48;56;44;0.505058
49;56;44;0.505386
50;56;44;0.505286
51;56;44;0.504611
52;56;44;0.502652
53;56;44;0.498093
54;56;44;0.486437
55;56;44;0.458183
56;56;44;0.400995
57;56;44;0.299785
58;56;44;0.171509
59;56;44;0.0670119
60;56;44;0.0182652
39;57;44;0.0143354
40;57;44;0.0506009
41;57;44;0.131985
42;57;44;0.24596
43;57;44;0.350031
44;57;44;0.420631
45;57;44;0.460609
46;57;44;0.481449
47;57;44;0.491422
48;57;44;0.49593
49;57;44;0.497468
50;57;44;0.496978
51;57;44;0.494072
52;57;44;0.487248
53;57;44;0.472561
54;57;44;0.443046
55;57;44;0.389026
56;57;44;0.299785
57;57;44;0.186173
58;57;44;0.0839972
59;57;44;0.027347
60;57;44;0.00688691
40;58;44;0.0175624
41;58;44;0.0536526
42;58;44;0.12561
43;58;44;0.222262
44;58;44;0.312959
45;58;44;0.380482
46;58;44;0.423126
47;58;44;0.447879
48;58;44;0.460712
49;58;44;0.465559
50;58;44;0.463936
51;58;44;0.455274
52;58;44;0.437033
53;58;44;0.403902
54;58;44;0.349128
55;58;44;0.268444
56;58;44;0.171509
57;58;44;0.0839972
58;58;44;0.0311818
59;58;44;0.00912122
40;59;44;0.00504652
41;59;44;0.0163721
42;59;44;0.0445839
43;59;44;0.0972269
44;59;44;0.169295
45;59;44;0.242279
46;59;44;0.301775
47;59;44;0.34314
48;59;44;0.367369
49;59;44;0.377184
50;59;44;0.373779
51;59;44;0.356921
52;59;44;0.324188
53;59;44;0.273373
54;59;44;0.205686
55;59;44;0.130905
56;59;44;0.0670119
57;59;44;0.027347
58;59;44;0.00912122
42;60;44;0.0115801
43;60;44;0.0283469
44;60;44;0.0583062
45;60;44;0.0999032
46;60;44;0.145246
47;60;44;0.184191
48;60;44;0.21107
49;60;44;0.222858
50;60;44;0.218784
51;60;44;0.198995
52;60;44;0.165462
53;60;44;0.122141
54;60;44;0.0774567
55;60;44;0.0411856
56;60;44;0.0182652
57;60;44;0.00688691
43;61;44;0.00613122
44;61;44;0.0133674
45;61;44;0.0252721
46;61;44;0.0411233
47;61;44;0.0579807
48;61;44;0.0714015
49;61;44;0.077816
50;61;44;0.0755547
51;61;44;0.0652013
52;61;44;0.049451
53;61;44;0.0326149
54;61;44;0.0185647
55;61;44;0.00910772
46;62;44;0.00766513
47;62;44;0.0111916
48;62;44;0.0142232
49;62;44;0.0157528
50;62;44;0.015207
51;62;44;0.0127938
52;62;44;0.00937154
53;62;44;0.005986
46;36;45;0.0059773
47;36;45;0.00872207
48;36;45;0.0110967
49;36;45;0.0122974
50;36;45;0.0118674
51;36;45;0.00997438
52;36;45;0.00730181
43;37;45;0.00518604
44;37;45;0.0113521
45;37;45;0.0215805
46;37;45;0.0353453
47;37;45;0.050178
48;37;45;0.0621633
49;37;45;0.0679226
50;37;45;0.0658859
51;37;45;0.0565964
52;37;45;0.0426253
53;37;45;0.0279264
54;37;45;0.015791
55;37;45;0.0077134
42;38;45;0.0106113
43;38;45;0.0261488
44;38;45;0.0541555
45;38;45;0.0936447
46;38;45;0.137311
47;38;45;0.175336
48;38;45;0.201718
49;38;45;0.213353
50;38;45;0.209307
51;38;45;0.189801
52;38;45;0.15701
53;38;45;0.114838
54;38;45;0.072265
55;38;45;0.0380621
56;38;45;0.0167664
57;38;45;0.00627929
41;39;45;0.0161483
42;39;45;0.0440982
43;39;45;0.0963859
44;39;45;0.167973
45;39;45;0.240739
46;39;45;0.300253
47;39;45;0.341625
48;39;45;0.36585
49;39;45;0.37568
50;39;45;0.372274
51;39;45;0.355377
52;39;45;0.322526
53;39;45;0.271957
54;39;45;0.204047
55;39;45;0.129762
56;39;45;0.0663286
57;39;45;0.0269843
58;39;45;0.00894988
40;40;45;0.0185388
41;40;45;0.0564466
42;40;45;0.130729
43;40;45;0.228499
44;40;45;0.318997
45;40;45;0.385335
46;40;45;0.426799
47;40;45;0.450764
48;40;45;0.463179
49;40;45;0.467812
50;40;45;0.466246
51;40;45;0.457905
52;40;45;0.440348
53;40;45;0.407888
54;40;45;0.354594
55;40;45;0.274768
56;40;45;0.177255
57;40;45;0.0878833
58;40;45;0.032847
59;40;45;0.00958672
39;41;45;0.0161483
40;41;45;0.0564466
41;41;45;0.143624
42;41;45;0.260091
43;41;45;0.362234
44;41;45;0.429194
45;41;45;0.466292
46;41;45;0.485032
47;41;45;0.493823
48;41;45;0.497792
49;41;45;0.499164
50;41;45;0.498736
51;41;45;0.496171
52;41;45;0.490088
53;41;45;0.477119
54;41;45;0.450066
55;41;45;0.39934
56;41;45;0.313487
57;41;45;0.199462
58;41;45;0.0926246
59;41;45;0.0307069
60;41;45;0.00773201
38;42;45;0.0106113
39;42;45;0.0440982
40;42;45;0.130729
41;42;45;0.260091
42;42;45;0.375688
43;42;45;0.446584
44;42;45;0.481957
45;42;45;0.496893
46;42;45;0.502618
47;42;45;0.504826
48;42;45;0.505656
49;42;45;0.505887
50;42;45;0.505805
51;42;45;0.505348
52;42;45;0.50394
53;42;45;0.500328
54;42;45;0.490935
55;42;45;0.467175
56;42;45;0.415744
57;42;45;0.320835
58;42;45;0.191689
59;42;45;0.0784024
60;42;45;0.0219141
37;43;45;0.00518604
38;43;45;0.0261488
39;43;45;0.0963859
40;43;45;0.228499
41;43;45;0.362234
42;43;45;0.446584
43;43;45;0.48612
44;43;45;0.500447
45;43;45;0.504867
46;43;45;0.506283
47;43;45;0.506731
48;43;45;0.506881
49;43;45;0.50693
50;43;45;0.506911
51;43;45;0.506826
52;43;45;0.506567
53;43;45;0.505742
54;43;45;0.503288
55;43;45;0.495009
56;43;45;0.470046
57;43;45;0.410275
58;43;45;0.297594
59;43;45;0.155318
60;43;45;0.0517834
61;43;45;0.0116945
37;44;45;0.0113521
38;44;45;0.0541555
39;44;45;0.167973
40;44;45;0.318997
41;44;45;0.429194
42;44;45;0.481957
43;44;45;0.500447
44;44;45;0.505322
45;44;45;0.506661
46;44;45;0.506941
47;44;45;0.507028
48;44;45;0.507059
49;44;45;0.507069
50;44;45;0.507066
51;44;45;0.507047
52;44;45;0.507
53;44;45;0.506839
54;44;45;0.506167
55;44;45;0.503698
56;44;45;0.493724
57;44;45;0.460609
58;44;45;0.380482
59;44;45;0.242279
60;44;45;0.0999032
61;44;45;0.0252721
37;45;45;0.0215805
38;45;45;0.0936447
39;45;45;0.240739
40;45;45;0.385335
41;45;45;0.466292
42;45;45;0.496893
43;45;45;0.504867
44;45;45;0.506661
45;45;45;0.506988
46;45;45;0.507065
47;45;45;0.507095
48;45;45;0.507103
49;45;45;0.507103
50;45;45;0.507106
51;45;45;0.507101
52;45;45;0.50708
53;45;45;0.50705
54;45;45;0.506867
55;45;45;0.506031
56;45;45;0.502239
57;45;45;0.485569
58;45;45;0.432718
59;45;45;0.31701
60;45;45;0.158825
61;45;45;0.0465284
62;45;45;0.00878501
36;46;45;0.0059773
37;46;45;0.0353453
38;46;45;0.137311
39;46;45;0.300253
40;46;45;0.426799
41;46;45;0.485032
42;46;45;0.502618
43;46;45;0.506283
44;46;45;0.506941
45;46;45;0.507065
46;46;45;0.507104
47;46;45;0.507102
48;46;45;0.507108
49;46;45;0.507107
50;46;45;0.507108
51;46;45;0.507105
52;46;45;0.507103
53;46;45;0.507087
54;46;45;0.50704
55;46;45;0.506753
56;46;45;0.505134
57;46;45;0.496552
58;46;45;0.462307
59;46;45;0.370751
60;46;45;0.214554
61;46;45;0.073261
62;46;45;0.0146784
36;47;45;0.00872207
37;47;45;0.050178
38;47;45;0.175336
39;47;45;0.341625
40;47;45;0.450764
41;47;45;0.493823
42;47;45;0.504826
43;47;45;0.506731
44;47;45;0.507028
45;47;45;0.507095
46;47;45;0.507102
47;47;45;0.507102
48;47;45;0.507105
49;47;45;0.507106
50;47;45;0.507106
51;47;45;0.507102
52;47;45;0.507104
53;47;45;0.507106
54;47;45;0.507071
55;47;45;0.506936
56;47;45;0.50617
57;47;45;0.501289
58;47;45;0.477961
59;47;45;0.404238
60;47;45;0.258649
61;47;45;0.099468
62;47;45;0.0213163
36;48;45;0.0110967
37;48;45;0.0621633
38;48;45;0.201718
39;48;45;0.36585
40;48;45;0.463179
41;48;45;0.497792
42;48;45;0.505656
43;48;45;0.506881
44;48;45;0.507059
45;48;45;0.507103
46;48;45;0.507108
47;48;45;0.507105
48;48;45;0.507107
49;48;45;0.507108
50;48;45;0.507108
51;48;45;0.507107
52;48;45;0.507104
53;48;45;0.507105
54;48;45;0.50709
55;48;45;0.507001
56;48;45;0.506525
57;48;45;0.503231
58;48;45;0.485394
59;48;45;0.423017
60;48;45;0.286372
61;48;45;0.119358
62;48;45;0.0269502
36;49;45;0.0122974
37;49;45;0.0679226
38;49;45;0.213353
39;49;45;0.37568
40;49;45;0.467812
41;49;45;0.499164
42;49;45;0.505887
43;49;45;0.50693
44;49;45;0.507069
45;49;45;0.507103
46;49;45;0.507107
47;49;45;0.507106
48;49;45;0.507108
49;49;45;0.507111
50;49;45;0.507111
51;49;45;0.507108
52;49;45;0.507107
53;49;45;0.507115
54;49;45;0.507094
55;49;45;0.507015
56;49;45;0.506654
57;49;45;0.503922
58;49;45;0.488111
59;49;45;0.430255
60;49;45;0.298071
61;49;45;0.12852
62;49;45;0.0297632
36;50;45;0.0118674
37;50;45;0.0658859
38;50;45;0.209307
39;50;45;0.372274
40;50;45;0.466246
41;50;45;0.498736
42;50;45;0.505805
43;50;45;0.506911
44;50;45;0.507066
45;50;45;0.507106
46;50;45;0.507108
47;50;45;0.507106
48;50;45;0.507108
49;50;45;0.507111
50;50;45;0.507111
51;50;45;0.507107
52;50;45;0.507107
53;50;45;0.507113
54;50;45;0.507094
55;50;45;0.50701
56;50;45;0.506616
57;50;45;0.503698
58;50;45;0.487178
59;50;45;0.427826
60;50;45;0.294016
61;50;45;0.125326
62;50;45;0.0287614
36;51;45;0.00997438
37;51;45;0.0565964
38;51;45;0.189801
39;51;45;0.355377
40;51;45;0.457905
41;51;45;0.496171
42;51;45;0.505348
43;51;45;0.506826
44;51;45;0.507047
45;51;45;0.507101
46;51;45;0.507105
47;51;45;0.507102
48;51;45;0.507107
49;51;45;0.507108
50;51;45;0.507107
51;51;45;0.507104
52;51;45;0.507105
53;51;45;0.507107
54;51;45;0.507083
55;51;45;0.506969
56;51;45;0.50638
57;51;45;0.502445
58;51;45;0.482349
59;51;45;0.414964
60;51;45;0.274213
61;51;45;0.110247
62;51;45;0.0243049
36;52;45;0.00730181
37;52;45;0.0426253
38;52;45;0.15701
39;52;45;0.322526
40;52;45;0.440348
41;52;45;0.490088
42;52;45;0.50394
43;52;45;0.506567
44;52;45;0.507
45;52;45;0.50708
46;52;45;0.507103
47;52;45;0.507104
48;52;45;0.507104
49;52;45;0.507107
50;52;45;0.507107
51;52;45;0.507105
52;52;45;0.507102
53;52;45;0.507105
54;52;45;0.507052
55;52;45;0.506868
56;52;45;0.505782
57;52;45;0.499347
58;52;45;0.471237
59;52;45;0.389223
60;52;45;0.23787
61;52;45;0.0864525
62;52;45;0.0179052
37;53;45;0.0279264
38;53;45;0.114838
39;53;45;0.271957
40;53;45;0.407888
41;53;45;0.477119
42;53;45;0.500328
43;53;45;0.505742
44;53;45;0.506839
45;53;45;0.50705
46;53;45;0.507087
47;53;45;0.507106
48;53;45;0.507105
49;53;45;0.507115
50;53;45;0.507113
51;53;45;0.507107
52;53;45;0.507105
53;53;45;0.507073
54;53;45;0.506977
55;53;45;0.506521
56;53;45;0.504031
57;53;45;0.492066
58;53;45;0.449347
59;53;45;0.345847
60;53;45;0.186947
61;53;45;0.0591598
62;53;45;0.011468
37;54;45;0.015791
38;54;45;0.072265
39;54;45;0.204047
40;54;45;0.354594
41;54;45;0.450066
42;54;45;0.490935
43;54;45;0.503288
44;54;45;0.506167
45;54;45;0.506867
46;54;45;0.50704
47;54;45;0.507071
48;54;45;0.50709
49;54;45;0.507094
50;54;45;0.507094
51;54;45;0.507083
52;54;45;0.507052
53;54;45;0.506977
54;54;45;0.506678
55;54;45;0.505145
56;54;45;0.498987
57;54;45;0.475181
58;54;45;0.409219
59;54;45;0.280967
60;54;45;0.128054
61;54;45;0.0346829
62;54;45;0.00639665
37;55;45;0.0077134
38;55;45;0.0380621
39;55;45;0.129762
40;55;45;0.274768
41;55;45;0.39934
42;55;45;0.467175
43;55;45;0.495009
44;55;45;0.503698
45;55;45;0.506031
46;55;45;0.506753
47;55;45;0.506936
48;55;45;0.507001
49;55;45;0.507015
50;55;45;0.50701
51;55;45;0.506969
52;55;45;0.506868
53;55;45;0.506521
54;55;45;0.505145
55;55;45;0.500575
56;55;45;0.484399
57;55;45;0.438695
58;55;45;0.341817
59;55;45;0.197867
60;55;45;0.073126
61;55;45;0.0173378
38;56;45;0.0167664
39;56;45;0.0663286
40;56;45;0.177255
41;56;45;0.313487
42;56;45;0.415744
43;56;45;0.470046
44;56;45;0.493724
45;56;45;0.502239
46;56;45;0.505134
47;56;45;0.50617
48;56;45;0.506525
49;56;45;0.506654
50;56;45;0.506616
51;56;45;0.50638
52;56;45;0.505782
53;56;45;0.504031
54;56;45;0.498987
55;56;45;0.484399
56;56;45;0.447016
57;56;45;0.369594
58;56;45;0.244648
59;56;45;0.112923
60;56;45;0.0341165
61;56;45;0.00742515
38;57;45;0.00627929
39;57;45;0.0269843
40;57;45;0.0878833
41;57;45;0.199462
42;57;45;0.320835
43;57;45;0.410275
44;57;45;0.460609
45;57;45;0.485569
46;57;45;0.496552
47;57;45;0.501289
48;57;45;0.503231
49;57;45;0.503922
50;57;45;0.503698
51;57;45;0.502445
52;57;45;0.499347
53;57;45;0.492066
54;57;45;0.475181
55;57;45;0.438695
56;57;45;0.369594
57;57;45;0.260516
58;57;45;0.13726
59;57;45;0.0499817
60;57;45;0.0130935
39;58;45;0.00894988
40;58;45;0.032847
41;58;45;0.0926246
42;58;45;0.191689
43;58;45;0.297594
44;58;45;0.380482
45;58;45;0.432718
46;58;45;0.462307
47;58;45;0.477961
48;58;45;0.485394
49;58;45;0.488111
50;58;45;0.487178
51;58;45;0.482349
52;58;45;0.471237
53;58;45;0.449347
54;58;45;0.409219
55;58;45;0.341817
56;58;45;0.244648
57;58;45;0.13726
58;58;45;0.056459
59;58;45;0.0172893
40;59;45;0.00958672
41;59;45;0.0307069
42;59;45;0.0784024
43;59;45;0.155318
44;59;45;0.242279
45;59;45;0.31701
46;59;45;0.370751
47;59;45;0.404238
48;59;45;0.423017
49;59;45;0.430255
50;59;45;0.427826
51;59;45;0.414964
