time;PosX;PosY;v_x;v_y;Re;alpha;a
11240;296.453;558.055;787048e-9;0.0547324;123.239;0.01595054890819774;22.586775823878234
11250;296.461;558.603;811486e-9;0.0547323;123.239;0.016465688373740215;22.58652177980929
11260;296.469;559.151;832309e-9;0.0547294;123.232;0.016932552216406268;22.587896148017222
11270;296.478;559.699;858817e-9;0.0547356;123.246;0.01742340693686955;22.58497677605461
11280;296.486;560.247;877371e-9;0.0547322;123.239;0.017892332445621786;22.59039232926648
11290;296.495;560.795;904982e-9;0.0547388;123.253;0.018319528354088302;22.584225936127854
11300;296.504;561.342;927969e-9;0.0547227;123.217;0.018692746023059457;22.588990490273176
11310;296.514;561.891;955769e-9;0.0547513;123.282;0.019219338166845967;22.584615765764852
11320;296.522;562.438;970349e-9;0.0547268;123.226;0.019685934193124262;22.588399747515886
11330;296.533;562.987;0.00100226;0.0547497;123.278;0.020218989691065135;22.583784514283103
11340;296.542;563.534;0.00101935;0.0547448;123.267;0.020675870215555517;22.58402833952089
11350;296.553;564.083;0.00104691;0.0547546;123.289;0.021074566916615214;22.58331881640543
11360;296.564;564.631;0.00106931;0.0547678;123.319;0.021539297564788402;22.58168764159921
11370;296.574;565.179;0.00109197;0.0547654;123.313;0.022015640020211235;22.585019775058367
11380;296.585;565.727;0.00111611;0.0547826;123.352;0.022480069432164074;22.57934821983142
11390;296.596;566.275;0.00113498;0.0547692;123.322;0.022953210109059506;22.584855207262265
11400;296.609;566.824;0.00116569;0.0547944;123.379;0.02347891858220535;22.57781530638696
11410;296.621;567.372;0.00119179;0.0547787;123.343;0.0239063457658472;22.582003977007773
11420;296.633;567.921;0.00122361;0.0548074;123.408;0.02429459444224292;22.576732388962498
11430;296.646;568.468;0.001246;0.0547898;123.368;0.02484802813504435;22.578154506826696
11440;296.657;569.018;0.00127173;0.0548006;123.393;0.02521835985631756;22.57627135252606
11450;296.67;569.566;0.00129777;0.0548068;123.407;0.025696537829491578;22.57274269270922
11460;296.683;570.115;0.00132137;0.0548;123.391;0.026186170637483016;22.57439961837521
11470;296.696;570.663;0.0013457;0.0548115;123.417;0.026542794083077373;22.568742927744843
11480;296.71;571.212;0.00136434;0.0547931;123.376;0.0270516266146247;22.572351171185588
11490;296.723;571.761;0.00139167;0.0548091;123.412;0.027512320206735153;22.565665536178496
11500;296.739;572.309;0.00141916;0.0547812;123.349;0.02801073695021416;22.57051476108596
11510;296.753;572.858;0.00144803;0.0548032;123.399;0.02839718150322202;22.563283828246774
11520;296.767;573.405;0.00145731;0.0547715;123.327;0.02891755152988075;22.566708701449215
11530;296.783;573.954;0.00149147;0.0547936;123.377;0.029270431334262013;22.559188084869653
11540;296.797;574.502;0.00150148;0.0547827;123.352;0.02981531439639406;22.561238114236474
11550;296.813;575.051;0.00152902;0.0548044;123.401;0.030248468045036725;22.55776420250853
11560;296.827;575.599;0.00154213;0.0547888;123.366;0.030726279437940873;22.55689169986743
11570;296.843;576.148;0.00156729;0.0548075;123.408;0.031165732764660448;22.555893243939998
11580;296.859;576.697;0.00159149;0.054824;123.445;0.03164624156496282;22.554132108630778
11590;296.876;577.245;0.00161855;0.0548157;123.427;0.03205215569759633;22.55734333537835
11600;296.892;577.794;0.00164268;0.0548474;123.498;0.03245439232090648;22.55168000498355
11610;296.908;578.343;0.00165725;0.0548389;123.479;0.03292055890277722;22.55637528989569
11620;296.925;578.892;0.00169044;0.0548815;123.575;0.03331715059767319;22.549137692304903
11630;296.942;579.441;0.00171227;0.0548778;123.567;0.03378293139728409;22.551723926579783
11640;296.96;579.991;0.00174266;0.0549243;123.671;0.03427303663086821;22.54672233007411
11650;296.978;580.541;0.00176434;0.0549317;123.688;0.03464332889357233;22.547235803001385
11660;296.995;581.091;0.00178899;0.0549535;123.737;0.035058356009153024;22.545171273804378
11670;297.014;581.641;0.00181818;0.054974;123.783;0.03557106913621676;22.54301008089464
11680;297.031;582.191;0.00182967;0.0549756;123.787;0.035959769154409044;22.54356984887478
11690;297.051;582.742;0.00186237;0.0549883;123.815;0.0364886502239635;22.5389149161176
11700;297.069;583.292;0.00187898;0.0549663;123.766;0.036839158203585305;22.543905118691825
11710;297.089;583.842;0.00190609;0.0549714;123.777;0.03728745595881813;22.537905580459633
11720;297.107;584.391;0.00191939;0.0549319;123.688;0.03760089804108679;22.542483580938313
11730;297.127;584.942;0.00194771;0.0549388;123.704;0.03813097932609595;22.538494771248352
11740;297.146;585.492;0.00197086;0.0549273;123.678;0.038507015986446055;22.53704073191063
11750;297.166;586.042;0.00199005;0.0549136;123.647;0.03895205578023045;22.537179181280923
11760;297.186;586.591;0.00201486;0.0549075;123.633;0.0393531403007166;22.53553375922392
11770;297.206;587.141;0.00203139;0.0548888;123.591;0.039770452837741846;22.536464283897168
11780;297.226;587.69;0.00204793;0.0548931;123.601;0.04018679314580802;22.532892692919148
11790;297.247;588.239;0.00207853;0.0548645;123.536;0.04050214919100083;22.5378115742222
11800;297.268;588.789;0.00209665;0.054887;123.587;0.04103944714468365;22.531752855255142
11810;297.29;589.338;0.0021239;0.0548559;123.517;0.04135078083720222;22.538042105414043
11820;297.31;589.888;0.00213954;0.0548876;123.588;0.0418539334108394;22.53097847192241
11830;297.333;590.437;0.00217077;0.0548791;123.569;0.042197126635456855;22.532876682682883
11840;297.353;590.987;0.00217639;0.0549124;123.644;0.042593977634459365;22.529912460358112
11850;297.376;591.536;0.00220438;0.0549263;123.676;0.04305118364780692;22.52856901924877
11860;297.397;592.086;0.00221691;0.0549448;123.717;0.04345426880287909;22.528189016600898
11870;297.42;592.636;0.00224141;0.0549645;123.762;0.04381422075712843;22.526052733310152
11880;297.444;593.186;0.00227136;0.0549844;123.806;0.044162346343407634;22.52864329590502
11890;297.465;593.738;0.00228362;0.0550263;123.901;0.044512828355245185;22.524312642966954
11900;297.489;594.288;0.00231114;0.0550246;123.897;0.04488378827793027;22.530776371788534
11910;297.51;594.839;0.00231811;0.0550477;123.949;0.04535329640688912;22.52310696870799
11920;297.535;595.389;0.00234744;0.0550356;123.922;0.045663782067939106;22.527075370559658
11930;297.558;595.941;0.0023584;0.055057;123.97;0.0460811668943491;22.522118252865457
11940;297.583;596.491;0.00238507;0.05504;123.932;0.04646485708830013;22.525048634602967
11950;297.607;597.043;0.00240583;0.0550555;123.967;0.0468784202968707;22.52403880526363
11960;297.63;597.593;0.00241913;0.0550422;123.937;0.047202040237703746;22.523201793256177
11970;297.655;598.145;0.00244058;0.0550495;123.953;0.04751509312026396;22.52548182450893
11980;297.68;598.696;0.00247002;0.0550548;123.965;0.047934998690976005;22.5225741473105
11990;297.705;599.247;0.0024857;0.0550413;123.935;0.04818194625001937;22.52807706216746
12000;297.729;599.798;0.00249654;0.0550599;123.977;0.04868784983232946;22.522076516674773
12010;297.755;600.349;0.00252119;0.0550461;123.945;0.04887909019101823;22.52816532270994
12020;297.78;600.9;0.00253691;0.0550727;124.005;0.04934064426574039;22.52316991110201
12030;297.804;601.451;0.00254657;0.0550696;123.998;0.04964297380868261;22.525363500901967
12040;297.83;602.002;0.00256522;0.0550834;124.029;0.05001881640229345;22.525462556774677
12050;297.856;602.554;0.00258392;0.0550908;124.046;0.050405479728458435;22.5249786408156
12060;297.883;603.105;0.00260668;0.0550955;124.057;0.050659338686505115;22.52820557758276
12070;297.91;603.657;0.00262855;0.0551138;124.098;0.05103757727219513;22.52469656822872
12080;297.936;604.208;0.0026455;0.0550993;124.065;0.05128547628056338;22.530682153817118
12090;297.963;604.76;0.00266585;0.0551104;124.09;0.05170552334678355;22.526147559532646
12100;297.99;605.311;0.00268085;0.0550791;124.02;0.05185547334814833;22.534854576193574
12110;298.017;605.863;0.00270487;0.0550839;124.031;0.05227215048571186;22.529657709842745
12120;298.044;606.414;0.00271333;0.0550643;123.986;0.052636825445433646;22.5322322940435
12130;298.071;606.966;0.0027321;0.0550587;123.974;0.05286628117760258;22.533203092801447
12140;298.097;607.516;0.00273505;0.0550409;123.934;0.053333595779173494;22.533523020255426
12150;298.126;608.067;0.0027653;0.0550266;123.902;0.05345637799558452;22.536590321726443
12160;298.153;608.618;0.00277119;0.0550211;123.889;0.05385218027381866;22.53533042148576
12170;298.181;609.168;0.00279142;0.0550024;123.847;0.05410344645390609;22.539851659083574
12180;298.209;609.72;0.00280383;0.0550232;123.894;0.054342379534030254;22.53823476256315
12190;298.237;610.27;0.00281119;0.0550049;123.853;0.05468885723576257;22.546213659769208
12200;298.265;610.821;0.00282928;0.055026;123.9;0.05502982824290914;22.54071360257153
12210;298.293;611.371;0.00283986;0.0550104;123.865;0.055290845656391197;22.54495579091866
12220;298.321;611.922;0.00285748;0.0550309;123.911;0.05549969225050652;22.54294446298499
12230;298.351;612.473;0.00287719;0.0550304;123.91;0.05581877679093086;22.5452965829846
12240;298.38;613.024;0.00289042;0.0550374;123.926;0.05605991564188566;22.54758801173199
12250;298.408;613.575;0.00289866;0.0550432;123.939;0.056298958639679667;22.546562401232595
12260;298.438;614.125;0.00291382;0.0550371;123.925;0.05660103793493619;22.550607044738996
12270;298.467;614.677;0.00292502;0.0550499;123.954;0.056934074523748227;22.549546905642345
12280;298.496;615.227;0.00293587;0.0550305;123.91;0.05710917688943484;22.55580902934303
12290;298.525;615.779;0.00294704;0.0550456;123.944;0.05742166698199761;22.551871033608975
12300;298.556;616.33;0.00296706;0.0550365;123.924;0.05756616196680599;22.556879690193913
12310;298.586;616.881;0.00297623;0.0550536;123.962;0.057821693401433505;22.55364917860334
12320;298.614;617.431;0.00298338;0.0550315;123.912;0.05800202679189073;22.55800004839152
12330;298.645;617.982;0.00299531;0.0550359;123.923;0.058333120220490926;22.558914506053608
12340;298.676;618.533;0.00302131;0.0550361;123.923;0.05841359918231849;22.557600084586085
12350;298.705;619.084;0.00302132;0.0550199;123.886;0.058690990326978665;22.56288865681826
12360;298.736;619.635;0.00303562;0.0550309;123.911;0.05893361048818327;22.560791077148266
12370;298.766;620.185;0.00303688;0.0550013;123.844;0.05911067359801114;22.566990313158698
12380;298.797;620.736;0.00305138;0.055003;123.848;0.0593713192586047;22.563717645129067
12390;298.828;621.286;0.00306584;0.0549696;123.773;0.059433468386643096;22.57345151972072
12400;298.859;621.837;0.00308327;0.0549836;123.805;0.059738641256588884;22.567733963361576
12410;298.89;622.387;0.00309071;0.0549698;123.774;0.05991574276638603;22.571372500692668
12420;298.92;622.937;0.00309612;0.0549573;123.746;0.060176078017695485;22.57192996162498
12430;298.953;623.488;0.00311381;0.0549616;123.755;0.06033417326006993;22.5718503884435
12440;298.983;624.038;0.00311853;0.0549588;123.749;0.060390952169482544;22.574022731573685
12450;299.015;624.587;0.00312415;0.0549578;123.747;0.06066320956705659;22.573211313918684
12460;299.046;625.137;0.00313724;0.0549555;123.741;0.060684408179667505;22.578868812925823
12470;299.076;625.688;0.00313007;0.0549773;123.791;0.06101039007539218;22.575981033399575
12480;299.109;626.238;0.00314817;0.0549802;123.797;0.06098753267442103;22.58279760532114
12490;299.14;626.789;0.0031608;0.055011;123.867;0.061190464972101205;22.57884538911742
12500;299.172;627.34;0.00315971;0.0550161;123.878;0.061346945152479515;22.583251959405807
12510;299.203;627.891;0.00316732;0.055037;123.925;0.06148079521811439;22.581901245295075
12520;299.234;628.442;0.00316635;0.0550413;123.935;0.06170285566431338;22.5824021058667
12530;299.266;628.992;0.00317979;0.0550464;123.946;0.06175045895290743;22.58395084336567
12540;299.298;629.543;0.00318067;0.0550435;123.94;0.06187367660251677;22.585361862927435
12550;299.331;630.094;0.00319501;0.0550395;123.931;0.06195497329870637;22.58836935545944
12560;299.362;630.645;0.0031969;0.0550353;123.921;0.062122816321381585;22.588040606975877
12570;299.395;631.196;0.00320355;0.0550098;123.864;0.06215105478681659;22.593690349543195
12580;299.426;631.747;0.00320389;0.0550161;123.878;0.06234206610614362;22.589865899537898
12590;299.457;632.297;0.0031985;0.0549824;123.802;0.06240333109136127;22.59666985793686
12600;299.49;632.848;0.00320752;0.0549853;123.808;0.0625101819340445;22.592688041435768
12610;299.521;633.398;0.00320791;0.0549615;123.755;0.06253071682056185;22.595682672055986
12620;299.556;633.948;0.00322662;0.0549652;123.763;0.06262486889574456;22.594886056138073
12630;299.586;634.498;0.00321226;0.0549519;123.733;0.06278839348363277;22.59455316774836
12640;299.619;635.048;0.00322031;0.0549485;123.726;0.06279366949814846;22.597289100150512
12650;299.651;635.599;0.00322194;0.0549615;123.755;0.06283260477600362;22.59558844348812
12660;299.683;636.148;0.0032205;0.0549414;123.71;0.06289752434466821;22.599417846954793
12670;299.716;636.698;0.0032279;0.0549607;123.753;0.06295588628018932;22.595060918869144
12680;299.749;637.248;0.00323227;0.0549447;123.717;0.06289524847826918;22.60313565326578
12690;299.78;637.798;0.00322893;0.0549721;123.779;0.0630585978378132;22.595755085182123
12700;299.813;638.349;0.00323466;0.054969;123.772;0.06300002125967719;22.59941144298807
12710;299.845;638.899;0.00323414;0.0549869;123.812;0.06313096150517998;22.5965765962173
12720;299.879;639.45;0.00324533;0.0549907;123.821;0.06310318998214468;22.59733389695202
12730;299.91;640;0.00323517;0.0549998;123.841;0.06310837640023487;22.59814085679163
12740;299.945;640.55;0.00324882;0.0550023;123.847;0.06313766520252276;22.595736105871183
12750;299.976;641.101;0.00324397;0.0550078;123.859;0.06304366669092529;22.59878820008075
12760;300.008;641.651;0.00323736;0.0550155;123.877;0.06316100634299757;22.59382511479062
12770;300.041;642.202;0.00324229;0.055006;123.855;0.06302689352846325;22.599571435427592
12780;300.074;642.753;0.00324159;0.0550322;123.914;0.06304561005537936;22.595169017632152
12790;300.106;643.304;0.00323231;0.0550289;123.907;0.06303375552984977;22.599472954731805
12800;300.138;643.855;0.00324102;0.0550421;123.936;0.06294288033052756;22.59504063950089
12810;300.17;644.406;0.0032247;0.0550302;123.91;0.06305094218935364;22.59639427702435
12820;300.202;644.956;0.00322552;0.0550316;123.913;0.06292018395059515;22.59428016028143
12830;300.234;645.508;0.00321607;0.0550345;123.919;0.06297496951576156;22.593753485942557
12840;300.267;646.058;0.00322272;0.0550397;123.931;0.06282378338382508;22.594473768906788
12850;300.299;646.609;0.00321385;0.0550351;123.921;0.06278025538546082;22.59262825035832
12860;300.332;647.16;0.00321411;0.0550346;123.919;0.06265841784997675;22.59530065445046
12870;300.363;647.711;0.00321327;0.0550405;123.933;0.06268654622361089;22.591804988731916
12880;300.396;648.262;0.00320579;0.0550194;123.885;0.06247505480284691;22.597718083393985
12890;300.428;648.813;0.00320524;0.0550324;123.915;0.06242666985152159;22.590950562797516
12900;300.459;649.364;0.00319568;0.0550143;123.874;0.06230742692998832;22.59280392552554
12910;300.492;649.914;0.00319384;0.0550211;123.889;0.06223055158516434;22.588712782772824
12920;300.522;650.465;0.00317765;0.0549971;123.835;0.06208797235533722;22.58930092033264
12930;300.555;651.015;0.00317849;0.0549992;123.84;0.06199433971055211;22.587554713809126
12940;300.587;651.566;0.00317433;0.0549934;123.827;0.06187494689843988;22.585711449065858
12950;300.618;652.116;0.00316509;0.054976;123.788;0.0617505294596224;22.587155242153408
12960;300.65;652.667;0.00315876;0.0549856;123.809;0.06169375220115727;22.58401389688024
12970;300.682;653.217;0.0031545;0.0549647;123.762;0.06139920773841545;22.58757101565478
12980;300.713;653.767;0.00314195;0.0549741;123.783;0.06142913476869695;22.5819638655506
12990;300.746;654.317;0.00314321;0.0549657;123.764;0.06107336463533537;22.5851763108502
13000;300.777;654.868;0.00313779;0.0549839;123.805;0.06103243516738698;22.57917355425562
13010;300.809;655.418;0.00313261;0.0549778;123.792;0.06078046827618444;22.580076701819884
13020;300.84;655.968;0.00312204;0.0549834;123.804;0.060656214494352885;22.579105044470822
13030;300.872;656.519;0.00312391;0.0549932;123.826;0.06044311625561814;22.574676522229687
13040;300.903;657.069;0.00311078;0.0549882;123.815;0.06023470758440583;22.575800099858533
13050;300.934;657.619;0.0030955;0.0550076;123.859;0.06008835514795707;22.57006037187903
13060;300.965;658.17;0.00308971;0.0550005;123.843;0.059782263527121994;22.575244336766684
13070;300.995;658.721;0.00307153;0.0550324;123.915;0.059603811252822804;22.566939338298205
13080;301.027;659.271;0.0030713;0.0550182;123.883;0.05931221498523591;22.574506354169717
13090;301.058;659.823;0.00306303;0.0550538;123.963;0.059168542104287875;22.56534292743903
13100;301.087;660.374;0.00303528;0.0550593;123.975;0.05907686112193971;22.567125802605695
13110;301.118;660.924;0.00303842;0.0550665;123.991;0.058759377574302794;22.56340819478335
13120;301.147;661.476;0.00300741;0.0550793;124.02;0.0586095764818776;22.562013899113573
13130;301.178;662.028;0.00300695;0.0550944;124.054;0.058203490266512295;22.560766249443578
13140;301.208;662.579;0.00299173;0.0550999;124.067;0.05808466329945744;22.55733099539218
13150;301.239;663.131;0.00298725;0.0551057;124.08;0.057702978522372356;22.558890024984656
13160;301.268;663.682;0.0029688;0.055114;124.098;0.05745414372222002;22.55405663479695
13170;301.298;664.233;0.0029535;0.0551082;124.085;0.057198761934353096;22.556343086096124
13180;301.326;664.786;0.00293514;0.0551345;124.145;0.056958195460481365;22.551573264315707
13190;301.356;665.338;0.0029251;0.0551241;124.121;0.05660411865050568;22.55414613794542
13200;301.385;665.89;0.00291379;0.0551455;124.169;0.05628423080513642;22.54787467276887
13210;301.414;666.442;0.00289454;0.0551358;124.147;0.05604456043550321;22.548004467107294
13220;301.444;666.993;0.00288944;0.0551547;124.19;0.05572096089253405;22.544623566199768
13230;301.471;667.546;0.00286035;0.0551551;124.191;0.05538873490349737;22.543738377188603
13240;301.501;668.098;0.00285446;0.0551637;124.21;0.05506240863356768;22.54299779874858
13250;301.53;668.65;0.00283655;0.0551741;124.234;0.05482442774475717;22.53883961479821
13260;301.558;669.202;0.0028184;0.0551643;124.212;0.054413184045032245;22.54196976746063
13270;301.585;669.754;0.00279923;0.0551852;124.259;0.05411821907609386;22.537559362983078
13280;301.614;670.306;0.00279257;0.0551726;124.23;0.053594270994065926;22.54219361489845
13290;301.641;670.859;0.00276305;0.0552047;124.303;0.0534054251341515;22.533913723125096
13300;301.669;671.412;0.00274836;0.0552052;124.304;0.05295645509059259;22.534288454016774
13310;301.696;671.965;0.0027252;0.0552249;124.348;0.052706699903672945;22.53285191754273
13320;301.723;672.517;0.00271046;0.0552223;124.342;0.05223035086431422;22.5298336108893
13330;301.751;673.07;0.00269946;0.0552297;124.359;0.051839214464290045;22.530733142655492
13340;301.778;673.623;0.00268049;0.0552448;124.393;0.051526335790552526;22.527292648531947
13350;301.805;674.176;0.00266375;0.0552473;124.399;0.05099441884553815;22.530267548076175
13360;301.833;674.729;0.00265129;0.0552704;124.451;0.05068757789023655;22.52316946237019
13370;301.859;675.282;0.00263014;0.0552602;124.428;0.05014898755291951;22.53113669848702
13380;301.885;675.835;0.00261109;0.0552789;124.47;0.0498223216634397;22.52335723546983
13390;301.91;676.389;0.00257925;0.0552765;124.464;0.049338681055387065;22.524866660661154
13400;301.937;676.942;0.00257195;0.0552917;124.498;0.04897788476905636;22.523507086891996
13410;301.961;677.496;0.00252819;0.0552983;124.513;0.048640322638950254;22.521389231217334
13420;301.988;678.049;0.00252444;0.0553018;124.521;0.048093705971900186;22.521861836819856
13430;302.012;678.603;0.00249752;0.0553208;124.564;0.04769368389432098;22.520443132134968
13440;302.037;679.157;0.00247604;0.05531;124.54;0.04718527055280167;22.523507664056993
13450;302.062;679.71;0.00245123;0.0553223;124.567;0.0467737814368812;22.518726075382855
13460;302.086;680.264;0.00242191;0.055309;124.537;0.046257318403715435;22.525302146907975
13470;302.11;680.818;0.00240207;0.0553426;124.613;0.04585656643065467;22.517117235033552
13480;302.134;681.372;0.00237869;0.0553274;124.579;0.04534399476527545;22.52166335671378
13490;302.158;681.926;0.00235711;0.0553477;124.625;0.04484650847491329;22.51879340671988
13500;302.182;682.48;0.00234055;0.0553508;124.631;0.044347994143937614;22.518677822868547
13510;302.205;683.033;0.00230893;0.055347;124.623;0.04390680953383549;22.519055372511872
13520;302.227;683.588;0.00228424;0.0553544;124.64;0.043339104027454306;22.518049180435852
13530;302.249;684.141;0.00224856;0.055344;124.616;0.04288136653787235;22.521137635386605
13540;302.272;684.696;0.00222161;0.0553632;124.66;0.04239381748250744;22.516783417282802
13550;302.295;685.25;0.00220156;0.0553474;124.624;0.04176883730720207;22.523047950242564
13560;302.316;685.804;0.00217071;0.0553658;124.665;0.04133440684389299;22.517910246357317
13570;302.339;686.358;0.0021475;0.0553406;124.609;0.04077044496587801;22.52292455185809
13580;302.359;686.912;0.00211263;0.0553581;124.648;0.04031038403958815;22.51790219162448
13590;302.381;687.466;0.00208822;0.0553511;124.632;0.03975907173798186;22.518410992515804
13600;302.401;688.021;0.00205887;0.0553523;124.635;0.03918937197990405;22.519504947188615
13610;302.421;688.575;0.00202824;0.0553555;124.642;0.03863740387736471;22.51657482438101
13620;302.441;689.129;0.00200196;0.05535;124.63;0.038021564575566366;22.52000249893186
13630;302.461;689.683;0.0019774;0.055364;124.661;0.03739740582376028;22.51564513867488
13640;302.481;690.237;0.00194979;0.0553507;124.631;0.03682108764144541;22.52135631353671
13650;302.5;690.791;0.00191747;0.0553599;124.652;0.03638477353137082;22.517798364891302
13660;302.521;691.345;0.00190062;0.0553498;124.629;0.03570380788401763;22.52367500392829
13670;302.538;691.899;0.0018635;0.05537;124.675;0.03523041298681394;22.519912108096534
13680;302.557;692.453;0.00183712;0.0553629;124.659;0.034575435905766894;22.521364234184887
13690;302.575;693.008;0.00180311;0.0553802;124.698;0.03398017910008003;22.521412319386034
13700;302.592;693.562;0.00177225;0.0553811;124.7;0.033355349757538386;22.520930411657567
13710;302.611;694.116;0.00174914;0.0553748;124.686;0.032676810818187595;22.525289267248986
13720;302.627;694.671;0.00170386;0.0553884;124.716;0.032110738355020256;22.52252493970372
13730;302.645;695.225;0.00167705;0.0553786;124.694;0.03150708555924297;22.528901341873613
13740;302.661;695.78;0.00164899;0.0553942;124.729;0.03086427710717308;22.524544712217
13750;302.678;696.334;0.0016142;0.0553684;124.671;0.0302581815016657;22.533004749484537
13760;302.695;696.888;0.00159565;0.0553874;124.714;0.029560350851164187;22.528518619094413
13770;302.71;697.442;0.0015449;0.0553718;124.679;0.028992452458410728;22.53182767712832
13780;302.725;697.997;0.00152232;0.0553877;124.715;0.028234610674665733;22.531263853030538
13790;302.74;698.551;0.00148056;0.0553756;124.687;0.027668892410192117;22.532281993053903
13800;302.755;699.105;0.00145233;0.0553692;124.673;0.0269920168574346;22.534962783099715
13810;302.769;699.659;0.00140895;0.0553704;124.676;0.026261156775114255;22.534904671941298
13820;302.784;700.214;0.00137972;0.0553618;124.656;0.025646373988789564;22.540383563347465
13830;302.796;700.768;0.00134597;0.0553737;124.683;0.024993745065239333;22.537757839758534
13840;302.811;701.322;0.00131707;0.0553448;124.618;0.0242907942757924;22.544380705002126
13850;302.823;701.876;0.00127904;0.0553662;124.666;0.02370511096231573;22.54050841700029
13860;302.837;702.43;0.00124827;0.0553402;124.608;0.022942181417354567;22.544782058152187
13870;302.849;702.984;0.00120896;0.055358;124.648;0.022245398906088225;22.544530618355004
13880;302.861;703.538;0.00117504;0.0553482;124.626;0.02163709605859511;22.545402815406373
13890;302.872;704.092;0.00113794;0.0553521;124.634;0.020854980712986526;22.54790467895853
13900;302.883;704.647;0.00109274;0.0553721;124.68;0.020097225031156393;22.54671721613522
13910;302.895;705.201;0.00106262;0.0553546;124.64;0.01941807683174686;22.552234142162675
13920;302.904;705.755;0.00101993;0.055368;124.67;0.018727740192832146;22.549648251892165
13930;302.916;706.309;997192e-9;0.0553559;124.643;0.017963042591170136;22.555463645566597
13940;302.924;706.863;949035e-9;0.0553664;124.667;0.017316437215015884;22.552864504636194
13950;302.935;707.416;922173e-9;0.0553375;124.602;0.016557436018732018;22.559086752383877
13960;302.942;707.972;86224e-8;0.0553747;124.685;0.015918303746396904;22.55520193850522
13970;302.952;708.525;846707e-9;0.0553624;124.658;0.015068919885745307;22.557620770212022
13980;302.959;709.08;793556e-9;0.0553643;124.662;0.014435940219850136;22.5591702076134
13990;302.966;709.634;754331e-9;0.0553707;124.676;0.013585156013129485;22.558824199828102
14000;302.975;710.189;724122e-9;0.0553625;124.658;0.012869038996720993;22.564774642126494
14010;302.98;710.742;673338e-9;0.0553715;124.678;0.01215926414800941;22.560329964434096
14020;302.988;711.296;639846e-9;0.0553461;124.621;0.011388764079849014;22.567831120436416
14030;302.993;711.85;596245e-9;0.055361;124.654;0.010711389819090304;22.562610441306347
14040;303.001;712.404;571124e-9;0.0553369;124.6;0.009880821805403006;22.570323300901705
14050;303.005;712.959;521266e-9;0.0553569;124.645;0.0091284204603276;22.566801937194697
14060;303.011;713.512;488779e-9;0.0553418;124.611;0.008336248989474947;22.569261944343406
14070;303.016;714.067;448059e-9;0.0553534;124.637;0.007532730223207728;22.569597724998964
14080;303.019;714.621;397947e-9;0.0553501;124.63;0.006786890873106705;22.569210345666107
14090;303.023;715.175;362098e-9;0.055342;124.612;0.006079666805055008;22.57512962910736
14100;303.025;715.728;315835e-9;0.0553443;124.617;0.005274706365213923;22.57015929307169
14110;303.03;716.283;282501e-9;0.0553318;124.589;0.00447696699930589;22.577423620334798
14120;303.032;716.837;245932e-9;0.0553444;124.617;0.0036523685897028556;22.5741713788241
14130;303.035;717.389;204305e-9;0.0553119;124.544;0.0029011614561607344;22.579946711541822
14140;303.036;717.944;162071e-9;0.0553386;124.604;0.002078768941325169;22.576883090953455
14150;303.037;718.497;112249e-9;0.0553226;124.568;0.0013771319154786354;22.578618098034923
14160;303.038;719.052;807065e-10;0.0553323;124.59;0.0004818815799936373;22.579309502508067
14170;303.038;719.606;277964e-10;0.055336;124.598;-0.0002764706725140227;22.578343500444237
14180;303.039;720.16;-852666e-11;0.0553225;124.568;-0.0010750694115868973;22.582958333144955
14190;303.038;720.713;-462956e-10;0.0553325;124.59;-0.0019389429264713414;22.57984729004324
14200;303.038;721.267;-899705e-10;0.0553195;124.561;-0.0027020782574822162;22.58606816776618
14210;303.037;721.821;-12958e-8;0.0553309;124.587;-0.003641572709495449;22.58166946281366
14220;303.033;722.374;-188319e-9;0.0553122;124.545;-0.004347143563124711;22.586604549620866
14230;303.033;722.929;-216475e-9;0.0553323;124.59;-0.005216914830804826;22.583628172760864
14240;303.029;723.481;-274671e-9;0.0553067;124.532;-0.006055372368599425;22.585711580041036
14250;303.027;724.035;-30584e-8;0.0553129;124.546;-0.010118035051780603;22.04711960911137
14260;303.023;724.589;-354461e-9;0.0553161;124.553;-0.007627725556067017;22.584730978856644
14270;303.02;725.143;-387071e-9;0.0553108;124.541;-0.011915128408046705;22.037330741945688
14280;303.017;725.697;-426333e-9;0.0553214;124.565;-0.009323908871104099;22.584611022163962
14290;303.01;726.25;-484147e-9;0.0553044;124.527;-0.013559845360636634;22.043579132253086
14300;303.007;726.803;-51597e-8;0.0553156;124.552;-0.014639336979043755;22.00601597230274
14310;302.999;727.357;-575319e-9;0.0552991;124.515;-0.011884043297417952;22.58953004827608
14320;302.994;727.909;-612138e-9;0.0553164;124.554;-0.020234142347509913;21.54420464583243
14330;302.987;728.463;-660255e-9;0.0552948;124.505;-0.017222155650515887;22.002909523009908
14340;302.981;729.018;-69791e-8;0.0553292;124.583;-0.018156004338942933;21.997299474359536
14350;302.973;729.57;-745347e-9;0.0553234;124.57;-0.02327313104836111;21.492229394354986
14360;302.966;730.127;-787588e-9;0.0553351;124.596;-0.016128392182270468;22.587015579620015
14370;302.958;730.679;-832445e-9;0.0553494;124.628;-0.025167729162617614;21.473212972745962
14380;302.948;731.233;-886578e-9;0.0553435;124.615;-0.02591900412911656;21.484708177144
14390;302.94;731.787;-922439e-9;0.0553606;124.654;-0.026860094296480487;21.485638094283807
14400;302.93;732.34;-975102e-9;0.055335;124.596;-0.02828594560758294;21.42109763864115
