time;PosX;PosY;v_x;v_y;Re
15090;301.188;770.576;-0.00401955;0.0554279;124.805
15100;301.145;771.13;-0.00407243;0.0554147;124.775
15110;301.105;771.686;-0.00411304;0.0554241;124.797
15120;301.063;772.24;-0.00415395;0.0554075;124.759
15130;301.021;772.795;-0.00419219;0.05541;124.765
15140;300.979;773.35;-0.00423196;0.0554038;124.751
15150;300.937;773.904;-0.00426192;0.0553887;124.717
15160;300.895;774.459;-0.004306;0.0553894;124.718
15170;300.851;775.013;-0.00433985;0.0553788;124.695
15180;300.807;775.568;-0.00438735;0.0553805;124.698
15190;300.763;776.121;-0.0044192;0.0553549;124.641
15200;300.719;776.676;-0.00445969;0.0553758;124.688
15210;300.674;777.231;-0.00449694;0.0553621;124.657
15220;300.629;777.784;-0.00453219;0.05536;124.652
15230;300.584;778.339;-0.00456347;0.0553663;124.666
15240;300.537;778.893;-0.00460679;0.0553546;124.64
15250;300.491;779.447;-0.00464189;0.0553522;124.635
15260;300.444;780;-0.00468009;0.0553373;124.601
15270;300.398;780.555;-0.00471104;0.0553483;124.626
15280;300.349;781.108;-0.00475465;0.0553381;124.603
15290;300.303;781.662;-0.00477817;0.0553382;124.603
15300;300.254;782.217;-0.00481953;0.0553447;124.618
15310;300.205;782.77;-0.00485107;0.0553397;124.607
15320;300.156;783.325;-0.00489038;0.0553457;124.62
15330;300.106;783.878;-0.00492993;0.0553351;124.596
15340;300.059;784.432;-0.0049458;0.0553213;124.565
15350;300.007;784.985;-0.00499554;0.0553092;124.538
15360;299.958;785.54;-0.00501823;0.055315;124.551
15370;299.907;786.093;-0.00505058;0.0552988;124.514
15380;299.856;786.646;-0.00509045;0.0553064;124.532
15390;299.806;787.2;-0.00511357;0.0552991;124.515
15400;299.755;787.754;-0.00514488;0.0552992;124.515
15410;299.702;788.308;-0.00517922;0.0553069;124.533
15420;299.651;788.861;-0.00520859;0.0552944;124.504
15430;299.599;789.415;-0.00523059;0.0552971;124.511
15440;299.547;789.967;-0.00525101;0.0552806;124.474
15450;299.494;790.521;-0.00528863;0.0552855;124.484
15460;299.44;791.075;-0.00532003;0.0552874;124.489
15470;299.386;791.628;-0.00534949;0.0552824;124.478
15480;299.333;792.182;-0.0053759;0.0552848;124.483
15490;299.279;792.734;-0.00540183;0.0552743;124.459
15500;299.225;793.288;-0.00542787;0.0552772;124.466
15510;299.169;793.84;-0.00546657;0.0552539;124.413
15520;299.116;794.395;-0.00547919;0.0552525;124.41
15530;299.058;794.946;-0.00551994;0.0552227;124.343
15540;299.004;795.5;-0.0055343;0.0552353;124.371
15550;298.948;796.052;-0.00557009;0.0552202;124.337
15560;298.893;796.605;-0.0055864;0.055216;124.328
15570;298.838;797.158;-0.00560496;0.0552123;124.32
15580;298.781;797.71;-0.00562832;0.0551982;124.288
15590;298.724;798.264;-0.00565493;0.0552067;124.307
15600;298.667;798.815;-0.00567684;0.0551941;124.279
15610;298.611;799.369;-0.00569788;0.0552034;124.3
15620;298.553;799.92;-0.00572012;0.0551879;124.265
15630;298.496;800.474;-0.00573693;0.0551982;124.288
15640;298.439;801.026;-0.00575071;0.0551945;124.28
15650;298.381;801.578;-0.00577517;0.0551908;124.271
15660;298.323;802.131;-0.00579591;0.0551935;124.277
15670;298.264;802.683;-0.00582442;0.0551918;124.273
15680;298.206;803.236;-0.00584555;0.0551855;124.259
15690;298.147;803.787;-0.00585859;0.0551722;124.229
15700;298.089;804.341;-0.00587564;0.0551752;124.236
15710;298.029;804.892;-0.00589931;0.055157;124.195
15720;297.971;805.445;-0.0059048;0.0551658;124.215
15730;297.912;805.997;-0.00592257;0.0551567;124.195
15740;297.852;806.549;-0.00593653;0.0551532;124.187
15750;297.793;807.101;-0.00595726;0.0551567;124.195
15760;297.734;807.653;-0.00595965;0.0551367;124.149
15770;297.673;808.205;-0.00598173;0.0551451;124.168
15780;297.613;808.757;-0.00598976;0.0551306;124.136
15790;297.554;809.31;-0.00600549;0.0551414;124.16
15800;297.492;809.86;-0.00601995;0.0551165;124.104
15810;297.434;810.413;-0.00602231;0.0551302;124.135
15820;297.372;810.964;-0.00604174;0.055122;124.116
15830;297.312;811.516;-0.00605465;0.0551287;124.131
15840;297.251;812.068;-0.00606911;0.0551239;124.121
15850;297.19;812.619;-0.00608172;0.0551164;124.104
15860;297.13;813.171;-0.00608782;0.0551188;124.109
15870;297.068;813.722;-0.00609966;0.0551054;124.079
15880;297.007;814.275;-0.00611121;0.0551195;124.111
15890;296.945;814.825;-0.00612622;0.0550997;124.066
15900;296.885;815.379;-0.0061187;0.0551229;124.118
15910;296.823;815.929;-0.00613158;0.0551123;124.095
15920;296.762;816.482;-0.00613338;0.0551117;124.093
15930;296.701;817.034;-0.00614139;0.0551307;124.136
15940;296.639;817.585;-0.00614357;0.0551113;124.092
15950;296.578;818.137;-0.00614913;0.0551253;124.124
15960;296.516;818.688;-0.0061547;0.0551126;124.095
15970;296.455;819.241;-0.00615426;0.0551295;124.133
15980;296.392;819.79;-0.00616229;0.0551178;124.107
15990;296.332;820.344;-0.00615689;0.0551323;124.14
16000;296.269;820.895;-0.00616879;0.0551194;124.111
16010;296.207;821.447;-0.00617474;0.0551267;124.127
16020;296.145;821.999;-0.00617647;0.055127;124.128
16030;296.083;822.55;-0.00617196;0.0551235;124.12
16040;296.022;823.102;-0.00617088;0.0551253;124.124
16050;295.96;823.653;-0.00616865;0.0551172;124.106
16060;295.897;824.206;-0.0061764;0.0551384;124.153
16070;295.835;824.757;-0.0061765;0.0551181;124.108
16080;295.775;825.309;-0.00616505;0.0551333;124.142
16090;295.712;825.861;-0.00616538;0.055124;124.121
16100;295.651;826.413;-0.00616071;0.0551408;124.159
16110;295.589;826.964;-0.00615807;0.0551348;124.145
16120;295.528;827.517;-0.00615243;0.0551351;124.146
16130;295.467;828.068;-0.00614417;0.0551399;124.157
16140;295.404;828.621;-0.00614458;0.0551362;124.148
16150;295.343;829.172;-0.00613759;0.0551396;124.156
16160;295.281;829.723;-0.00613758;0.0551338;124.143
16170;295.22;830.276;-0.00612811;0.0551398;124.156
16180;295.159;830.827;-0.00611619;0.0551197;124.111
16190;295.097;831.382;-0.00610595;0.055145;124.168
16200;295.036;831.931;-0.00610831;0.0551291;124.132
16210;294.976;832.484;-0.00608247;0.0551251;124.123
16220;294.915;833.035;-0.00608153;0.0551238;124.12
16230;294.855;833.587;-0.0060629;0.0551229;124.118
16240;294.793;834.14;-0.00606048;0.0551398;124.156
16250;294.733;834.69;-0.00604452;0.055127;124.128
16260;294.672;835.244;-0.00602995;0.05514;124.157
16270;294.611;835.794;-0.00602169;0.0551262;124.126
16280;294.552;836.347;-0.00600898;0.0551529;124.186
16290;294.491;836.899;-0.00599148;0.0551511;124.182
16300;294.431;837.45;-0.00597922;0.0551628;124.208
16310;294.372;838.004;-0.00595869;0.055182;124.251
16320;294.312;838.555;-0.00594541;0.0551801;124.247
16330;294.253;839.107;-0.00593176;0.055182;124.251
16340;294.193;839.66;-0.00591714;0.0551948;124.28
16350;294.134;840.213;-0.00589808;0.0552076;124.309
16360;294.076;840.765;-0.00586777;0.0552004;124.293
16370;294.017;841.318;-0.00585657;0.0552272;124.353
16380;293.958;841.87;-0.00583999;0.0552145;124.325
16390;293.9;842.424;-0.00581521;0.0552455;124.394
16400;293.841;842.976;-0.00580258;0.0552458;124.395
16410;293.784;843.529;-0.00577278;0.055252;124.409
16420;293.726;844.081;-0.00575637;0.0552677;124.444
16430;293.669;844.636;-0.00572728;0.0552694;124.448
16440;293.611;845.189;-0.0057165;0.0552935;124.502
16450;293.554;845.742;-0.00569017;0.0552897;124.494
16460;293.497;846.296;-0.0056638;0.0553101;124.54
16470;293.44;846.849;-0.00563637;0.0552992;124.515
16480;293.385;847.405;-0.00560596;0.0553288;124.582
16490;293.328;847.957;-0.005581;0.0553332;124.592
16500;293.273;848.512;-0.00554477;0.0553406;124.609
16510;293.217;849.065;-0.00552739;0.0553529;124.636
16520;293.162;849.619;-0.0054946;0.0553473;124.624
16530;293.107;850.173;-0.00547143;0.0553558;124.643
16540;293.052;850.727;-0.00543529;0.0553613;124.655
16550;292.999;851.283;-0.00539822;0.0553699;124.674
16560;292.944;851.835;-0.00537582;0.0553662;124.666
16570;292.89;852.391;-0.00534537;0.0553933;124.727
16580;292.837;852.944;-0.00531261;0.0553796;124.696
16590;292.784;853.499;-0.0052811;0.0554015;124.746
16600;292.732;854.053;-0.00523692;0.0553994;124.741
16610;292.679;854.608;-0.00521115;0.0554092;124.763
16620;292.628;855.164;-0.00517153;0.0554243;124.797
16630;292.577;855.717;-0.0051335;0.0554266;124.802
16640;292.525;856.273;-0.00510164;0.0554428;124.839
16650;292.474;856.827;-0.00506354;0.0554475;124.849
16660;292.424;857.383;-0.00501866;0.0554564;124.869
16670;292.373;857.936;-0.00499047;0.0554496;124.854
16680;292.324;858.493;-0.00494291;0.0554643;124.887
16690;292.273;859.048;-0.00491608;0.0554735;124.908
16700;292.226;859.603;-0.00486033;0.055473;124.907
16710;292.177;860.158;-0.00482748;0.0554814;124.926
16720;292.128;860.713;-0.00478927;0.0554845;124.932
16730;292.082;861.27;-0.00473585;0.0554948;124.956
16740;292.032;861.824;-0.00470736;0.0554984;124.964
16750;291.988;862.381;-0.0046523;0.0555107;124.992
16760;291.941;862.936;-0.00460089;0.0555011;124.97
16770;291.896;863.492;-0.00455577;0.0555146;125
16780;291.849;864.047;-0.00451771;0.0555052;124.979
16790;291.805;864.603;-0.0044642;0.0555244;125.022
16800;291.761;865.159;-0.00441877;0.0555218;125.017
16810;291.716;865.715;-0.00437366;0.0555336;125.043
16820;291.674;866.271;-0.00431606;0.0555389;125.055
16830;291.63;866.827;-0.00427668;0.0555313;125.038
16840;291.588;867.383;-0.00422599;0.0555402;125.058
16850;291.545;867.939;-0.00418301;0.0555375;125.052
16860;291.504;868.495;-0.0041252;0.0555458;125.071
16870;291.462;869.049;-0.00408705;0.0555219;125.017
16880;291.422;869.607;-0.00403023;0.0555536;125.088
16890;291.381;870.162;-0.00398891;0.0555396;125.057
16900;291.342;870.719;-0.00393006;0.055556;125.094
16910;291.302;871.274;-0.00388241;0.0555495;125.079
16920;291.263;871.831;-0.0038306;0.0555505;125.081
16930;291.225;872.387;-0.00377321;0.0555527;125.086
16940;291.188;872.942;-0.00371924;0.0555493;125.079
16950;291.151;873.498;-0.00365843;0.055552;125.085
16960;291.115;874.054;-0.00359614;0.0555372;125.051
16970;291.079;874.611;-0.00353761;0.055552;125.085
16980;291.044;875.166;-0.00348648;0.0555314;125.038
16990;291.011;875.723;-0.0034068;0.055554;125.089
17000;290.976;876.279;-0.00336117;0.0555506;125.081
17010;290.943;876.835;-0.00330423;0.0555544;125.09
17020;290.91;877.391;-0.00324142;0.0555568;125.095
17030;290.878;877.946;-0.00319023;0.0555499;125.08
17040;290.847;878.503;-0.00311695;0.0555605;125.104
17050;290.816;879.059;-0.00306564;0.0555573;125.096
17060;290.786;879.616;-0.00299785;0.0555678;125.12
17070;290.755;880.171;-0.00293999;0.0555568;125.095
17080;290.728;880.729;-0.00286656;0.0555809;125.15
17090;290.698;881.284;-0.00280288;0.0555662;125.117
17100;290.672;881.841;-0.00273441;0.0555796;125.147
17110;290.643;882.397;-0.00267589;0.0555736;125.133
17120;290.618;882.953;-0.00260458;0.0555785;125.144
17130;290.591;883.51;-0.00254655;0.0555707;125.127
17140;290.567;884.065;-0.00246783;0.0555696;125.124
17150;290.542;884.622;-0.00240276;0.055567;125.118
17160;290.519;885.178;-0.00233105;0.0555587;125.1
17170;290.496;885.735;-0.00226184;0.0555654;125.115
17180;290.472;886.29;-0.00220325;0.0555422;125.063
17190;290.452;886.847;-0.00213266;0.0555578;125.098
17200;290.43;887.403;-0.00206381;0.0555422;125.062
17210;290.411;887.959;-0.00199243;0.0555561;125.094
17220;290.391;888.515;-0.00191802;0.0555383;125.054
17230;290.371;889.07;-0.00186443;0.0555407;125.059
17240;290.355;889.628;-0.00177392;0.0555485;125.077
17250;290.336;890.182;-0.00172123;0.0555301;125.035
17260;290.321;890.739;-0.00163917;0.0555422;125.063
17270;290.303;891.293;-0.00157883;0.0555164;125.004
17280;290.287;891.851;-0.00151364;0.0555299;125.035
17290;290.272;892.406;-0.00144322;0.0555115;124.993
17300;290.259;892.962;-0.00136629;0.0555249;125.024
17310;290.245;893.518;-0.00129493;0.0555252;125.024
17320;290.233;894.073;-0.00121935;0.0555152;125.002
17330;290.221;894.629;-0.00113984;0.0555218;125.016
17340;290.21;895.184;-0.00107354;0.0555159;125.003
17350;290.199;895.741;-0.000999553;0.0555225;125.018
17360;290.188;896.296;-0.00093106;0.0555056;124.98
17370;290.181;896.852;-0.000843278;0.0555206;125.014
17380;290.172;897.407;-0.000769022;0.0554933;124.952
17390;290.166;897.964;-0.0006788;0.0555169;125.005
17400;290.158;898.519;-0.00061683;0.0555216;125.016
17410;290.154;899.075;-0.000523648;0.0555093;124.988
17420;290.148;899.631;-0.000457993;0.0555182;125.008
17430;290.144;900.187;-0.000376621;0.055511;124.992
17440;290.141;900.741;-0.000297522;0.0555056;124.98
17450;290.139;901.297;-0.000217319;0.05549;124.945
17460;290.137;901.853;-0.000136905;0.055506;124.981
17470;290.136;902.407;-6.20083e-05;0.0554779;124.918
17480;290.135;902.964;8.84246e-06;0.0555003;124.968
17490;290.137;903.519;9.51518e-05;0.0554768;124.915
17500;290.138;904.075;0.000172556;0.0554883;124.941
17510;290.139;904.629;0.000246202;0.0554793;124.921
17520;290.143;905.186;0.000325118;0.0554836;124.931
17530;290.147;905.741;0.000410185;0.0554847;124.933
17540;290.151;906.296;0.000486087;0.0554711;124.902
17550;290.155;906.852;0.000559132;0.0554888;124.942
17560;290.163;907.406;0.000654363;0.0554562;124.869
17570;290.17;907.962;0.000733803;0.055486;124.936
17580;290.177;908.517;0.000810355;0.0554613;124.88
17590;290.185;909.073;0.000888795;0.0554809;124.925
17600;290.196;909.628;0.000983158;0.0554816;124.926
17610;290.205;910.183;0.00105859;0.0554695;124.899
17620;290.217;910.738;0.00114035;0.0554829;124.929
17630;290.229;911.293;0.00122907;0.0554604;124.878
17640;290.241;911.849;0.00130663;0.055473;124.907
17650;290.255;912.403;0.00139647;0.0554483;124.851
17660;290.269;912.958;0.00146561;0.0554704;124.901
17670;290.285;913.514;0.00156137;0.0554701;124.9
17680;290.3;914.069;0.00163011;0.0554642;124.887
17690;290.317;914.625;0.00172175;0.0554713;124.903
17700;290.334;915.179;0.00180122;0.0554557;124.868
17710;290.352;915.735;0.00188411;0.0554671;124.893
17720;290.374;916.291;0.00198399;0.055461;124.88
17730;290.392;916.846;0.00205072;0.0554738;124.908
17740;290.414;917.4;0.00214248;0.0554369;124.825
17750;290.434;917.956;0.00221501;0.055462;124.882
17760;290.457;918.511;0.00230247;0.0554542;124.864
17770;290.481;919.066;0.00238937;0.0554629;124.884
17780;290.505;919.621;0.00247297;0.055456;124.868
17790;290.531;920.176;0.00255942;0.0554582;124.873
17800;290.557;920.732;0.00264331;0.0554711;124.902
17810;290.584;921.287;0.00272862;0.0554484;124.851
17820;290.612;921.842;0.00281714;0.0554708;124.902
17830;290.64;922.397;0.002904;0.055459;124.875
17840;290.669;922.952;0.00298277;0.0554692;124.898
17850;290.7;923.507;0.0030722;0.0554634;124.885
17860;290.73;924.062;0.0031528;0.0554594;124.876
17870;290.762;924.618;0.00323913;0.0554662;124.891
17880;290.796;925.172;0.00332709;0.0554498;124.854
17890;290.828;925.728;0.00340386;0.0554529;124.861
17900;290.865;926.283;0.00350421;0.0554383;124.829
17910;290.899;926.838;0.00358613;0.0554584;124.874
17920;290.936;927.393;0.00366955;0.0554352;124.822
17930;290.973;927.948;0.0037498;0.0554405;124.834
17940;291.012;928.503;0.00384662;0.0554345;124.82
17950;291.05;929.057;0.00391796;0.0554242;124.797
17960;291.091;929.612;0.00400866;0.0554185;124.784
17970;291.131;930.166;0.00408974;0.0554034;124.75
17980;291.173;930.721;0.00417411;0.0554133;124.772
17990;291.214;931.274;0.00425207;0.0553982;124.738
18000;291.258;931.829;0.00433749;0.055391;124.722
18010;291.301;932.386;0.00443306;0.0554019;124.747
18020;291.347;932.938;0.00451944;0.0553806;124.699
18030;291.392;933.495;0.00460463;0.0553807;124.699
18040;291.439;934.047;0.00468792;0.0553491;124.628
18050;291.486;934.601;0.00477215;0.055351;124.632
18060;291.535;935.156;0.00486153;0.0553391;124.605
18070;291.584;935.709;0.00494387;0.0553325;124.59
18080;291.633;936.263;0.00502266;0.0553197;124.561
18090;291.684;936.817;0.00510251;0.0553073;124.534
18100;291.735;937.372;0.00518328;0.0553181;124.558
18110;291.789;937.923;0.00527686;0.0553006;124.518
18120;291.842;938.479;0.00535625;0.0553072;124.533
18130;291.896;939.031;0.00543891;0.0553049;124.528
18140;291.95;939.584;0.00550802;0.0553057;124.53
18150;292.007;940.139;0.00560649;0.0552999;124.517
18160;292.062;940.692;0.00567438;0.0552959;124.508
18170;292.12;941.245;0.00575748;0.0553102;124.54
18180;292.177;941.8;0.00584226;0.0552918;124.499
18190;292.236;942.353;0.00591767;0.0553016;124.521
18200;292.297;942.904;0.00600931;0.0552773;124.466
18210;292.356;943.461;0.00607861;0.0552947;124.505
18220;292.419;944.013;0.00617479;0.0552897;124.494
18230;292.482;944.566;0.00625322;0.055275;124.461
18240;292.544;945.121;0.00632917;0.0552811;124.474
18250;292.608;945.673;0.00640793;0.0552685;124.446
18260;292.672;946.226;0.00648121;0.0552686;124.446
18270;292.738;946.779;0.00656217;0.0552395;124.381
18280;292.804;947.333;0.00664356;0.0552502;124.405
18290;292.87;947.884;0.0067166;0.0552279;124.355
18300;292.937;948.44;0.00678824;0.0552155;124.327
18310;293.007;948.991;0.00687152;0.0552059;124.305
18320;293.077;949.542;0.00695473;0.0551656;124.215
18330;293.145;950.095;0.00702393;0.0551627;124.208
18340;293.217;950.647;0.0071075;0.0551217;124.116
18350;293.289;951.198;0.00718215;0.0551231;124.119
18360;293.361;951.75;0.00724973;0.0550979;124.062
18370;293.433;952.303;0.00733139;0.0550881;124.04
18380;293.508;952.853;0.00740654;0.0550731;124.006
18390;293.582;953.404;0.00747569;0.0550676;123.994
18400;293.657;953.956;0.00755666;0.0550522;123.959
18410;293.733;954.506;0.00761987;0.0550247;123.897
18420;293.81;955.056;0.00769506;0.0550282;123.905
18430;293.887;955.609;0.007761;0.0549961;123.833
18440;293.965;956.159;0.00784015;0.0549974;123.836
18450;294.044;956.708;0.00790885;0.0549728;123.78
18460;294.125;957.259;0.00798566;0.0549551;123.741
18470;294.204;957.809;0.00805246;0.0549557;123.742
18480;294.286;958.358;0.00812408;0.054924;123.67
18490;294.367;958.908;0.00819015;0.0549105;123.64
18500;294.45;959.459;0.00826541;0.0548822;123.576
18510;294.534;960.006;0.00833549;0.0548929;123.6
18520;294.617;960.556;0.00839491;0.0548743;123.559
18530;294.701;961.106;0.00846157;0.0548702;123.549
18540;294.785;961.656;0.00851974;0.0548533;123.511
18550;294.871;962.203;0.00858704;0.0548378;123.476
18560;294.957;962.752;0.00864183;0.0548289;123.456
18570;295.046;963.302;0.00872396;0.0548065;123.406
18580;295.132;963.85;0.00877895;0.05482;123.436
18590;295.222;964.398;0.0088523;0.0547918;123.373
18600;295.309;964.949;0.00890006;0.054791;123.371
18610;295.399;965.496;0.00895664;0.0547686;123.321
18620;295.489;966.043;0.00902191;0.0547651;123.313
18630;295.58;966.592;0.00908438;0.0547568;123.294
18640;295.671;967.139;0.00913593;0.0547222;123.216
18650;295.762;967.687;0.00919246;0.0547192;123.209
18660;295.855;968.233;0.00925184;0.0546856;123.134
18670;295.948;968.782;0.00930248;0.0546711;123.101
18680;296.042;969.33;0.00936896;0.0546655;123.088
18690;296.136;969.875;0.00942071;0.0546339;123.017
18700;296.231;970.423;0.00948098;0.0546244;122.996
18710;296.327;970.971;0.00954524;0.0546155;122.976
18720;296.422;971.516;0.00959694;0.0546001;122.941
18730;296.519;972.061;0.00964811;0.0545728;122.88
18740;296.615;972.61;0.00969213;0.0545773;122.89
18750;296.713;973.154;0.00974435;0.0545494;122.827
18760;296.81;973.701;0.00978755;0.0545508;122.83
18770;296.908;974.246;0.00983487;0.0545282;122.779
18780;297.008;974.793;0.00988854;0.0545161;122.752
18790;297.106;975.338;0.00993558;0.0545128;122.745
18800;297.207;975.883;0.00998224;0.054503;122.723
18810;297.307;976.429;0.0100337;0.0544935;122.701
18820;297.407;976.976;0.0100748;0.0544755;122.661
18830;297.509;977.52;0.0101273;0.05449;122.693
18840;297.61;978.064;0.0101602;0.0544553;122.615
18850;297.711;978.61;0.0102006;0.054459;122.623
18860;297.814;979.155;0.0102501;0.0544529;122.61
18870;297.917;979.7;0.01029;0.0544264;122.55
18880;298.02;980.244;0.0103325;0.0543998;122.49
18890;298.125;980.789;0.010379;0.0543915;122.472
18900;298.228;981.334;0.0104092;0.0543816;122.449
18910;298.333;981.877;0.0104502;0.054353;122.385
18920;298.438;982.421;0.0104936;0.0543493;122.377
18930;298.543;982.968;0.0105296;0.0543345;122.343
18940;298.648;983.512;0.0105558;0.0543249;122.322
18950;298.754;984.055;0.0105901;0.0543083;122.284
18960;298.858;984.599;0.0106121;0.0542949;122.254
18970;298.967;985.142;0.0106661;0.0542878;122.238
18980;299.074;985.686;0.0106963;0.0542855;122.233
18990;299.181;986.229;0.0107229;0.0542787;122.217
19000;299.29;986.772;0.0107624;0.0542582;122.171
19010;299.398;987.315;0.0108007;0.0542674;122.192
19020;299.505;987.858;0.0108195;0.0542398;122.13
19030;299.614;988.401;0.0108468;0.0542581;122.171
19040;299.722;988.944;0.0108728;0.0542365;122.123
19050;299.83;989.487;0.0108921;0.0542327;122.114
19060;299.941;990.029;0.0109258;0.0542143;122.073
19070;300.05;990.572;0.0109485;0.0542105;122.064
19080;300.161;991.115;0.0109876;0.054211;122.065
19090;300.271;991.657;0.0110002;0.0541928;122.024
19100;300.38;992.199;0.0110231;0.0541889;122.015
19110;300.491;992.742;0.0110376;0.0541706;121.974
19120;300.602;993.285;0.0110664;0.0541834;122.003
19130;300.712;993.827;0.0110818;0.0541623;121.955
19140;300.824;994.369;0.0111039;0.0541621;121.955
19150;300.935;994.911;0.0111187;0.0541538;121.936
19160;301.047;995.453;0.011137;0.054154;121.937
19170;301.158;995.995;0.0111567;0.0541493;121.926
19180;301.27;996.538;0.0111751;0.0541554;121.94
19190;301.381;997.08;0.0111837;0.05416;121.95
19200;301.494;997.621;0.0111963;0.054147;121.921
19210;301.605;998.164;0.0112024;0.0541692;121.971
19220;301.717;998.705;0.0112097;0.0541549;121.939
19230;301.83;999.248;0.0112278;0.0541707;121.974
19240;301.943;999.791;0.0112382;0.0541787;121.992
19250;302.055;1000.33;0.0112444;0.0541787;121.992
19260;302.168;1000.88;0.0112553;0.0541895;122.017
19270;302.281;1001.42;0.0112544;0.0541816;121.999
19280;302.393;1001.96;0.0112542;0.0541863;122.009
19290;302.506;1002.5;0.0112618;0.0541951;122.029
19300;302.619;1003.04;0.0112644;0.0541981;122.036
19310;302.731;1003.59;0.0112647;0.0541851;122.007
19320;302.844;1004.13;0.0112633;0.0541956;122.03
19330;302.958;1004.67;0.0112786;0.0541901;122.018
19340;303.07;1005.21;0.0112767;0.0542082;122.059
19350;303.184;1005.76;0.0112759;0.0541921;122.023
19360;303.296;1006.3;0.0112654;0.0541994;122.039
19370;303.408;1006.84;0.011256;0.0541991;122.038
19380;303.522;1007.38;0.0112686;0.0542078;122.058
19390;303.633;1007.93;0.0112461;0.0542111;122.065
19400;303.746;1008.47;0.0112465;0.0542176;122.08
19410;303.86;1009.01;0.0112424;0.0542209;122.087
19420;303.972;1009.55;0.0112302;0.0542219;122.09
19430;304.085;1010.1;0.0112244;0.0542294;122.107
19440;304.198;1010.64;0.0112152;0.0542258;122.098
19450;304.309;1011.18;0.011202;0.0542402;122.131
19460;304.421;1011.73;0.0111847;0.0542316;122.111
19470;304.533;1012.27;0.0111712;0.054253;122.16
19480;304.644;1012.81;0.0111491;0.0542556;122.165
19490;304.756;1013.35;0.0111373;0.0542744;122.208
19500;304.868;1013.9;0.0111244;0.0542801;122.221
19510;304.979;1014.44;0.0111007;0.0542834;122.228
19520;305.09;1014.98;0.0110873;0.0542921;122.248
19530;305.202;1015.53;0.0110747;0.0543093;122.286
19540;305.311;1016.07;0.0110412;0.0543135;122.296
19550;305.422;1016.62;0.0110167;0.0543219;122.315
19560;305.532;1017.16;0.0109986;0.0543405;122.357
19570;305.643;1017.7;0.0109759;0.05434;122.356
19580;305.752;1018.25;0.0109463;0.0543696;122.422
19590;305.862;1018.79;0.0109264;0.0543642;122.41
19600;305.971;1019.34;0.0108951;0.0543904;122.469
19610;306.08;1019.88;0.0108667;0.0543844;122.455
19620;306.189;1020.42;0.0108396;0.0543967;122.483
19630;306.296;1020.97;0.0107937;0.0544008;122.492
19640;306.405;1021.51;0.0107733;0.0544203;122.536
19650;306.512;1022.06;0.0107282;0.0544245;122.546
19660;306.619;1022.6;0.01069;0.0544249;122.547
19670;306.727;1023.15;0.0106605;0.054446;122.594
19680;306.833;1023.69;0.0106188;0.0544448;122.592
19690;306.94;1024.24;0.0105887;0.0544584;122.622
19700;307.046;1024.78;0.0105512;0.0544534;122.611
19710;307.152;1025.33;0.0105106;0.0544683;122.645
19720;307.256;1025.87;0.0104599;0.0544553;122.615
19730;307.359;1026.42;0.0104101;0.0544861;122.684
19740;307.464;1026.96;0.0103624;0.0544865;122.686
19750;307.567;1027.51;0.0103186;0.0545045;122.726
19760;307.671;1028.06;0.0102792;0.0545101;122.738
19770;307.773;1028.6;0.0102234;0.0545211;122.763
19780;307.876;1029.15;0.0101829;0.0545367;122.798
19790;307.977;1029.69;0.0101274;0.0545338;122.792
19800;308.078;1030.24;0.01008;0.0545507;122.83
19810;308.179;1030.79;0.0100275;0.0545561;122.842
19820;308.279;1031.33;0.00997567;0.0545791;122.894
19830;308.379;1031.88;0.0099242;0.0545673;122.867
19840;308.476;1032.42;0.00985275;0.0545944;122.928
19850;308.576;1032.97;0.00980681;0.0545907;122.92
19860;308.673;1033.52;0.00973839;0.0546331;123.016
19870;308.771;1034.06;0.00968285;0.0546397;123.03
19880;308.867;1034.61;0.00962095;0.0546548;123.064
19890;308.964;1035.16;0.00956194;0.0546654;123.088
19900;309.059;1035.71;0.00948988;0.054675;123.11
19910;309.154;1036.25;0.00943051;0.0546933;123.151
19920;309.248;1036.8;0.00936152;0.0546967;123.159
19930;309.341;1037.35;0.00929157;0.0547051;123.178
19940;309.434;1037.89;0.00922497;0.0547202;123.212
19950;309.525;1038.44;0.00915264;0.0547331;123.241
19960;309.617;1038.99;0.00907908;0.0547383;123.252
19970;309.707;1039.54;0.00900733;0.0547618;123.305
19980;309.797;1040.09;0.00893546;0.0547582;123.297
19990;309.887;1040.64;0.00886703;0.054781;123.348
20000;309.976;1041.18;0.00880402;0.0547809;123.348
20010;310.063;1041.73;0.00871609;0.0547957;123.382
20020;310.149;1042.28;0.00862866;0.054795;123.38
20030;310.235;1042.83;0.00855694;0.0548081;123.41
20040;310.321;1043.38;0.0084793;0.0548168;123.429
20050;310.405;1043.93;0.00839015;0.0548264;123.451
20060;310.488;1044.48;0.00831097;0.0548342;123.468
20070;310.571;1045.02;0.00822295;0.0548514;123.507
20080;310.652;1045.57;0.00813338;0.0548604;123.527
20090;310.733;1046.12;0.00804585;0.0548684;123.545
20100;310.813;1046.67;0.00795735;0.0548699;123.549
20110;310.893;1047.22;0.00787585;0.0548812;123.574
20120;310.972;1047.77;0.00778612;0.054888;123.589
20130;311.05;1048.32;0.00769858;0.0548896;123.593
20140;311.126;1048.87;0.00760505;0.0549241;123.671
20150;311.203;1049.42;0.00751686;0.0549058;123.63
